index,actor_id,name,year,total_emissions,population,gdp,energy_consumption_EJ,renewable_consumption_EJ,emissions_per_pop,gdp_per_pop,energy_per_gdp,emissions_per_energy,population_per_emissions,renewables_per_energy
2634,SK,Slovakia,2010,36143929.217256986,5396424,90875000000,0.7370356372404555,0.011872121384877,6.697755628033859,16839.855430188585,8.110433422178328e-12,49039595.09011522,0.14930374524481604,0.016107933979050946
2635,SK,Slovakia,2011,33911418.749439314,5402680,99475000000,0.7092114829318111,0.0182108201022816,6.276777219720456,18412.15841027046,7.129544940254447e-12,47815665.09506137,0.15931742755791742,0.02567755957221652
2636,SK,Slovakia,2012,32377859.906449344,5409284,94313000000,0.6815126801834015,0.0189934274193548,5.985609168690226,17435.39440709713,7.2260736079162095e-12,47508815.093119256,0.16706737306385483,0.02786951434893844
2637,SK,Slovakia,2013,32521658.722491175,5414739,98571000000,0.6986890721212637,0.0205651866498251,6.006135978574623,18204.20153215141,7.088180825204814e-12,46546682.952623524,0.1664963969459313,0.029433960642017636
2638,SK,Slovakia,2014,29983861.1184348,5419569,101115000000,0.6523006144115687,0.0278543823739617,5.5325176445645035,18657.38770001821,6.451076639584322e-12,45966323.587603584,0.1807495365120911,0.04270175707114541
2639,SK,Slovakia,2015,30273707.123863906,5424445,88646000000,0.6587027506990966,0.0303076834101382,5.580977800284436,16341.948346789395,7.430710361427437e-12,45959588.13248269,0.1791800712679837,0.04601116873729759
2640,SK,Slovakia,2016,30671840.907469664,5431204,89650000000,0.6617215225163509,0.030987022508609,5.6473372952792165,16506.46891554801,7.381165895330183e-12,46351584.25984516,0.17707460130563316,0.04682788976059536
2641,SK,Slovakia,2017,32840295.419250056,5439417,95360000000,0.6992948886424516,0.0305098129032258,6.037466040799971,17531.290577648302,7.33320982217336e-12,46962012.6682225,0.16563240161388948,0.04362939497878329
2642,SK,Slovakia,2018,32278187.87089213,5446746,105661000000,0.6878604977020826,0.0303844443972835,5.92614156615567,19398.921851689065,6.5100699189112595e-12,46925485.587154694,0.1687438595309675,0.04417239323785566
2643,SK,Slovakia,2019,29993663.171646796,5453924,105296000000,0.6654561104836781,0.0314752996319594,5.499464820493794,19306.46631672902,6.319861252884042e-12,45072338.65483073,0.1818358754243673,0.04729883629602858
2644,SK,Slovakia,2020,27832281.156014133,5456681,105088000000,0.6510868158318261,0.0319310537524687,5.100587913424687,19258.593273090362,6.195634285854009e-12,42747419.3598218,0.19605583061670437,0.04904269749599168
2645,SK,Slovakia,2021,31748055.848040123,5447622,114947000000,0.709854271340158,0.036646852241588,5.827874226229375,21100.399403629694,6.175491934023141e-12,44724751.44525353,0.17158915261062493,0.05162588114374682
